#RESOURCE=yCat_35210055
#Name: J/A+A/521/A55
#Title: The mass function of nearby black holes (Caramete+, 2010)
#Coosys G: galactic     
#Table J_A_A_521_A55_bh:
#Name: J/A+A/521/A55/bh
#Title: Catalog of the massive black hole used to construct the mass function
#---Details of Columns:
#    z             (F8.5)  [0/0.025] Redshift [ucd=src.redshift]
#    Mbh (MMsun)   (F8.3)  Black hole mass [ucd=phys.mass]
#    e_Mbh (MMsun) (F8.3)  Error on black hole mass [ucd=stat.error]
#-------- -------- --------
#         Mbh      e_Mbh   
#z        (MMsun)  (MMsun) 
#-------- -------- --------
 0.01364  169.029   84.515
 0.00878  103.914   51.957
 0.00614   33.905   16.953
 0.00639  100.119   50.060
 0.00950  105.138   52.569
 0.01972  182.437   91.219
 0.00578  109.495   54.747
 0.00803   30.670   15.335
 0.01737  335.650  167.825
 0.01647  184.276   92.138
 0.01019  442.259  221.130
 0.01735  161.171   80.585
 0.01775  199.521   99.760
 0.02068  212.796  106.398
 0.02368  463.726  231.863
 0.01869  156.872   78.436
 0.00559  132.039   66.020
 0.02055  222.293  111.147
 0.02462  407.722  203.861
 0.01714  254.954  127.477
 0.02344  675.171  337.586
 0.02089  388.312  194.156
 0.02022  148.645   74.322
 0.00485   14.184    7.092
 0.02120  311.100  155.550
 0.00600   19.746    9.873
 0.02271  178.231   89.116
 0.01620  351.626  175.813
 0.01766  241.806  120.903
 0.01756  140.812   70.406
 0.01666   90.247   45.124
 0.01620  118.225   59.113
 0.02175  293.755  146.878
 0.01720  218.849  109.425
 0.00927   98.367   49.183
 0.00563   85.811   42.905
 0.02334  477.697  238.848
 0.02245  177.622   88.811
 0.01655  109.256   54.628
 0.01902  466.386  233.193
 0.02443  708.002  354.001
 0.01919  199.414   99.707
 0.02281  266.370  133.185
 0.02456  250.636  125.318
 0.01653  151.073   75.536
 0.01654  111.161   55.581
 0.01920  273.561  136.781
 0.02306  381.027  190.513
 0.01041  190.183   95.092
 0.01946  197.913   98.956
 0.02409  243.979  121.990
 0.02291  323.260  161.630
 0.01967  135.914   67.957
 0.01942  160.454   80.227
 0.01736  567.789  283.895
 0.00582   10.500    5.250
 0.01892  260.154  130.077
 0.02358  304.739  152.369
 0.00524   99.860   49.930
 0.02242  174.557   87.278
 0.02220  274.543  137.272
 0.02491  258.389  129.195
 0.01929  442.641  221.321
 0.00635   12.749    6.374
 0.01690  199.876   99.938
 0.00575  377.811  188.905
 0.02247  147.052   73.526
 0.01711   85.505   42.752
 0.02283  313.589  156.795
 0.00807  102.761   51.380
 0.00641  217.590  108.795
 0.01951  131.917   65.959
 0.01633  320.745  160.373
 0.01190  124.637   62.318
 0.01765   97.517   48.758
 0.02283  168.918   84.459
 0.01921  223.412  111.706
 0.02194  200.974  100.487
 0.01951  235.524  117.762
 0.00823  169.732   84.866
 0.02271  270.688  135.344
 0.00891  189.475   94.738
 0.00968  194.240   97.120
 0.01635  169.074   84.537
 0.01616  163.743   81.872
 0.01846  163.156   81.578
 0.00646   18.146    9.073
 0.01791  404.934  202.467
 0.02035  327.784  163.892
 0.00933  125.915   62.957
 0.01690  102.628   51.314
 0.01466  199.817   99.909
 0.02409  174.045   87.022
 0.01351  177.028   88.514
 0.01276   49.411   24.705
 0.00701   15.412    7.706
 0.01873  236.844  118.422
 0.01732  165.876   82.938
 0.00502   89.949   44.974
 0.01797  156.760   78.380
 0.01696   83.502   41.751
 0.01858  661.442  330.721
 0.01739   94.381   47.191
 0.02002  202.636  101.318
 0.02164  164.779   82.389
 0.00584  281.295  140.647
 0.00798   77.367   38.684
 0.00670   24.755   12.378
 0.00847  134.860   67.430
 0.00891   45.482   22.741
 0.01796  276.501  138.251
 0.00633   25.208   12.604
 0.01604  230.575  115.288
 0.00526   11.412    5.706
 0.00864   44.128   22.064
 0.00526   20.500   10.250
 0.01837  160.235   80.118
 0.01784  122.314   61.157
 0.00453   72.983   36.491
 0.01708  207.045  103.523
 0.01776  425.766  212.883
 0.00658  426.385  213.193
 0.02468  262.107  131.053
 0.01917  127.203   63.601
 0.01356   66.138   33.069
 0.00668   65.041   32.521
 0.00552  119.215   59.607
 0.00561  158.946   79.473
 0.02174  399.674  199.837
 0.01794  261.207  130.603
 0.02433  460.969  230.485
 0.01965  192.655   96.327
 0.02008  368.116  184.058
 0.00497   29.020   14.510
 0.01741  103.773   51.887
 0.01885  915.853  457.927
 0.00784   88.208   44.104
 0.00695   76.066   38.033

#END#  -ref=VIZ5844bd9524a7 =====================================================
